FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,Western Sahara,2020-04-09 23:02:19,24.2155,-12.8858,4,0,0,4,",,Western Sahara"
,,,Zambia,2020-04-09 23:02:19,-13.133897,27.849332,39,1,24,14,Zambia
,,,Zimbabwe,2020-04-09 23:02:19,-19.015438,29.154857,11,3,0,8,Zimbabwe
,,Alberta,Canada,2020-04-10 23:01:26,53.9333,-116.5765,1451,32,0,0,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-10 22:53:48,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Anhui,China,2020-04-09 01:12:20,31.8257,117.2264,991,6,984,1,"Anhui, China"
,,Aruba,Netherlands,2020-04-10 22:53:48,12.5211,-69.9683,86,0,27,59,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-10 23:01:43,-35.4735,149.0124,103,2,59,42,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-10 01:14:37,40.1824,116.4142,588,8,469,111,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-10 22:53:48,32.3078,-64.7505,48,4,25,19,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-10 22:53:48,12.1784,-68.2385,2,0,0,2,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-10 23:01:26,53.7267,-127.6476,1370,50,0,0,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-04-10 22:53:48,18.4207,-64.64,3,0,0,3,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-10 22:53:48,19.3133,-81.2546,45,1,6,38,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-10 22:53:48,49.3723,-2.3644,398,9,40,349,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-03-29 00:14:12,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,2020-04-10 22:53:48,12.1696,-68.99,14,1,7,6,"Curacao, Netherlands"
,,Diamond Princess,Canada,2020-04-10 23:01:26,,,0,1,0,0,"Diamond Princess, Canada"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-10 22:53:48,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Faroe Islands,Denmark,2020-04-10 22:53:48,61.8926,-6.9118,184,0,145,39,"Faroe Islands, Denmark"
,,French Guiana,France,2020-04-10 22:53:48,4.0,-53.0,83,0,43,40,"French Guiana, France"
,,French Polynesia,France,2020-04-10 22:53:48,-17.6797,-149.4068,51,0,0,51,"French Polynesia, France"
,,Fujian,China,2020-04-10 01:01:27,26.0789,117.9874,351,1,311,39,"Fujian, China"
,,Gansu,China,2020-04-09 02:02:54,37.8099,101.0583,139,2,135,2,"Gansu, China"
,,Gibraltar,United Kingdom,2020-04-10 22:53:48,36.1408,-5.3536,127,0,69,58,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-04-10 23:01:26,,,13,0,0,0,"Grand Princess, Canada"
,,Greenland,Denmark,2020-04-10 22:53:48,71.7069,-42.6043,11,0,11,0,"Greenland, Denmark"
,,Guadeloupe,France,2020-04-10 22:53:48,16.265,-61.551,143,8,67,68,"Guadeloupe, France"
,,Guangdong,China,2020-04-10 01:51:07,23.3417,113.4244,1544,8,1434,102,"Guangdong, China"
,,Guangxi,China,2020-04-02 00:16:02,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,2020-03-18 01:37:43,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,2020-03-24 04:19:14,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,2020-04-09 00:59:02,39.549,116.1306,327,6,313,8,"Hebei, China"
,,Heilongjiang,China,2020-04-10 01:01:27,47.862,127.7615,638,13,470,155,"Heilongjiang, China"
,,Henan,China,2020-04-06 00:42:07,33.882,113.614,1276,22,1252,2,"Henan, China"
,,Hong Kong,China,2020-04-10 10:12:56,22.3,114.2,989,4,309,676,"Hong Kong, China"
,,Hubei,China,2020-04-10 01:42:58,30.9756,112.2707,67803,3216,64236,351,"Hubei, China"
,,Hunan,China,2020-04-02 01:30:57,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,2020-04-10 00:39:03,44.0935,113.9448,128,1,79,48,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,2020-04-10 22:53:48,54.2361,-4.5481,201,1,103,97,"Isle of Man, United Kingdom"
,,Jiangsu,China,2020-04-10 01:26:45,32.9711,119.455,651,0,634,17,"Jiangsu, China"
,,Jiangxi,China,2020-04-10 01:22:42,27.614,115.7221,937,1,936,0,"Jiangxi, China"
,,Jilin,China,2020-04-10 00:39:03,43.6661,126.1923,98,1,95,2,"Jilin, China"
,,Liaoning,China,2020-04-09 12:08:14,41.2956,122.6085,144,2,132,10,"Liaoning, China"
,,Macau,China,2020-04-08 09:36:20,22.1667,113.55,45,0,10,35,"Macau, China"
,,Manitoba,Canada,2020-04-10 23:01:26,53.7609,-98.8139,230,3,0,0,"Manitoba, Canada"
,,Martinique,France,2020-04-10 22:53:48,14.6415,-61.0242,155,6,50,99,"Martinique, France"
,,Mayotte,France,2020-04-10 22:53:48,-12.8275,45.166244,191,2,50,139,"Mayotte, France"
,,Montserrat,United Kingdom,2020-04-10 22:53:48,16.742498,-62.187366000000004,9,0,0,9,"Montserrat, United Kingdom"
,,New Brunswick,Canada,2020-04-10 23:01:26,46.5653,-66.4619,112,0,0,0,"New Brunswick, Canada"
,,New Caledonia,France,2020-04-10 22:53:48,-20.904304999999997,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-10 23:01:43,-33.8688,151.2093,2822,22,4,2796,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-10 23:01:26,53.1355,-57.6604,239,3,0,0,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:05,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-10 23:01:43,-12.4634,130.8456,28,0,2,26,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-10 23:01:26,64.8255,-124.8457,5,0,0,0,",Northwest Territories,Canada"
,,Nova Scotia,Canada,2020-04-10 23:01:26,44.681999999999995,-63.7443,407,2,0,0,"Nova Scotia, Canada"
,,Ontario,Canada,2020-04-10 23:01:26,51.2538,-85.3232,6237,222,0,0,"Ontario, Canada"
,,Prince Edward Island,Canada,2020-04-10 23:01:26,46.5107,-63.4168,25,0,0,0,"Prince Edward Island, Canada"
,,Qinghai,China,2020-02-23 11:19:02,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,2020-04-10 23:01:26,52.9399,-73.5491,11677,241,0,0,"Quebec, Canada"
,,Queensland,Australia,2020-04-10 23:01:43,-27.4698,153.0251,965,4,372,589,"Queensland, Australia"
,,Recovered,Canada,2020-04-10 23:01:26,,,0,0,5855,0,"Recovered, Canada"
,,Reunion,France,2020-04-10 22:53:48,-21.1151,55.5364,382,0,40,342,"Reunion, France"
,,Saint Barthelemy,France,2020-04-10 22:53:48,17.9,-62.8333,6,0,1,5,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,2020-04-10 22:53:48,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
,,Saskatchewan,Canada,2020-04-10 23:01:26,52.9399,-106.4509,285,3,0,0,"Saskatchewan, Canada"
,,Shaanxi,China,2020-04-06 01:14:34,35.1917,108.8701,256,3,246,7,"Shaanxi, China"
,,Shandong,China,2020-04-09 00:40:50,36.3427,118.1498,783,7,756,20,"Shandong, China"
,,Shanghai,China,2020-04-10 08:48:52,31.202,121.4491,555,7,435,113,"Shanghai, China"
,,Shanxi,China,2020-04-10 00:23:52,37.5777,112.2922,168,0,134,34,"Shanxi, China"
,,Sichuan,China,2020-04-10 01:07:31,30.6171,102.7103,560,3,546,11,"Sichuan, China"
,,Sint Maarten,Netherlands,2020-04-10 22:53:48,18.0425,-63.0548,50,8,3,39,"Sint Maarten, Netherlands"
,,South Australia,Australia,2020-04-10 23:01:43,-34.9285,138.6007,428,3,179,246,"South Australia, Australia"
,,St Martin,France,2020-04-10 22:53:48,18.0708,-63.0501,32,2,11,19,"St Martin, France"
,,Tasmania,Australia,2020-04-10 23:01:43,-42.8821,147.3272,122,4,48,70,"Tasmania, Australia"
,,Tianjin,China,2020-04-10 14:38:27,39.3054,117.323,183,3,158,22,"Tianjin, China"
,,Tibet,China,2020-02-23 11:19:02,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,2020-04-10 22:53:48,21.69400000000001,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,2020-04-10 23:01:43,-37.8136,144.9631,1241,13,926,302,"Victoria, Australia"
,,Western Australia,Australia,2020-04-10 23:01:43,-31.9505,115.8605,506,6,203,297,"Western Australia, Australia"
,,Xinjiang,China,2020-03-08 05:31:02,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,2020-04-10 23:01:26,64.2823,-135.0,8,0,0,0,",Yukon,Canada"
,,Yunnan,China,2020-04-07 00:20:57,24.974,101.487,184,2,173,9,"Yunnan, China"
,,Zhejiang,China,2020-04-09 01:45:42,29.1832,120.0934,1267,1,1235,31,"Zhejiang, China"
,,,Afghanistan,2020-04-10 22:53:48,33.93911,67.709953,521,15,32,474,Afghanistan
,,,Albania,2020-04-10 22:53:48,41.1533,20.1683,416,23,182,211,Albania
,,,Algeria,2020-04-10 22:53:48,28.0339,1.6596,1761,256,405,1100,Algeria
,,,Andorra,2020-04-10 22:53:48,42.5063,1.5218,601,26,71,504,Andorra
,,,Angola,2020-04-10 22:53:48,-11.2027,17.8739,19,2,2,15,Angola
,,,Antigua and Barbuda,2020-04-10 22:53:48,17.0608,-61.7964,19,2,0,17,Antigua and Barbuda
,,,Argentina,2020-04-10 22:53:48,-38.4161,-63.6167,1975,82,375,1518,Argentina
,,,Armenia,2020-04-10 22:53:48,40.0691,45.0382,937,12,149,776,Armenia
,,,Austria,2020-04-10 22:53:48,47.5162,14.5501,13555,319,6064,7172,Austria
,,,Azerbaijan,2020-04-10 22:53:48,40.1431,47.5769,991,10,159,822,Azerbaijan
,,,Bahamas,2020-04-10 22:53:48,25.025885,-78.035889,42,8,5,29,Bahamas
,,,Bahrain,2020-04-10 22:53:48,26.0275,50.55,925,6,539,380,Bahrain
,,,Bangladesh,2020-04-10 22:53:48,23.685,90.3563,424,27,33,364,Bangladesh
,,,Barbados,2020-04-10 22:53:48,13.1939,-59.5432,67,4,11,52,Barbados
,,,Belarus,2020-04-10 22:53:48,53.7098,27.9534,1981,19,169,1793,Belarus
,,,Belgium,2020-04-10 22:53:48,50.8333,4.469936,26667,3019,5568,18080,Belgium
,,,Belize,2020-04-10 22:53:48,17.1899,-88.4976,10,2,0,8,",,Belize"
,,,Benin,2020-04-10 22:53:48,9.3077,2.3158,35,1,5,29,Benin
,,,Bhutan,2020-04-10 22:53:48,27.5142,90.4336,5,0,2,3,Bhutan
,,,Bolivia,2020-04-10 22:53:48,-16.2902,-63.5887,268,19,2,247,Bolivia
,,,Bosnia and Herzegovina,2020-04-10 22:53:48,43.9159,17.6791,901,36,129,736,Bosnia and Herzegovina
,,,Botswana,2020-04-10 22:53:48,-22.3285,24.6849,13,1,0,12,Botswana
,,,Brazil,2020-04-10 22:53:48,-14.235,-51.9253,19638,1057,173,18408,Brazil
,,,Brunei,2020-04-10 22:53:48,4.5353,114.7277,136,1,99,36,Brunei
,,,Bulgaria,2020-04-10 22:53:48,42.7339,25.4858,635,25,54,556,Bulgaria
,,,Burkina Faso,2020-04-10 22:53:48,12.2383,-1.5616,443,24,146,273,Burkina Faso
,,,Burma,2020-04-10 22:53:48,21.9162,95.956,27,3,2,22,Burma
,,,Burundi,2020-04-10 22:53:48,-3.3731,29.9189,3,0,0,3,Burundi
,,,Cabo Verde,2020-04-10 22:53:48,16.5388,-23.0418,7,1,1,5,Cabo Verde
,,,Cambodia,2020-04-10 22:53:48,11.55,104.9167,119,0,72,47,Cambodia
,,,Cameroon,2020-04-10 22:53:48,3.8480000000000003,11.5021,820,12,98,710,Cameroon
,,,Central African Republic,2020-04-10 22:53:48,6.6111,20.9394,8,0,0,8,Central African Republic
,,,Chad,2020-04-10 22:53:48,15.4542,18.7322,11,0,2,9,Chad
,,,Chile,2020-04-10 22:53:48,-35.6751,-71.543,6501,65,1571,4865,Chile
,,,Colombia,2020-04-10 22:53:48,4.5709,-74.2973,2473,80,197,2196,Colombia
,,,Congo (Brazzaville),2020-04-10 22:53:48,-4.2634,15.2832,60,5,5,50,Congo (Brazzaville)
,,,Congo (Kinshasa),2020-04-10 22:53:48,-4.322447,15.307045,215,20,13,182,Congo (Kinshasa)
,,,Costa Rica,2020-04-10 22:53:48,9.7489,-83.7534,558,3,42,513,Costa Rica
,,,Cote d'Ivoire,2020-04-10 22:53:48,7.54,-5.5471,444,3,52,389,Cote d'Ivoire
,,,Croatia,2020-04-10 22:53:48,45.1,15.2,1495,21,231,1243,Croatia
,,,Cuba,2020-04-10 22:53:48,21.521757,-77.78116700000002,564,15,51,498,Cuba
,,,Cyprus,2020-04-10 22:53:48,35.1264,33.4299,595,10,58,527,Cyprus
,,,Czechia,2020-04-10 22:53:48,49.8175,15.472999999999999,5732,119,346,5267,Czechia
,,,Denmark,2020-04-10 22:53:48,56.2639,9.5018,5819,247,1773,3799,Denmark
,,,Diamond Princess,2020-04-10 22:53:48,,,712,11,619,82,Diamond Princess
,,,Djibouti,2020-04-10 22:53:48,11.8251,42.5903,150,1,36,113,Djibouti
,,,Dominica,2020-04-10 22:53:48,15.415,-61.371,16,0,5,11,Dominica
,,,Dominican Republic,2020-04-10 22:53:48,18.7357,-70.1627,2620,126,98,2396,Dominican Republic
,,,Ecuador,2020-04-10 22:53:48,-1.8312,-78.1834,7161,297,368,6496,Ecuador
,,,Egypt,2020-04-10 22:53:48,26.820553000000004,30.802497999999996,1794,135,384,1275,Egypt
,,,El Salvador,2020-04-10 22:53:48,13.7942,-88.8965,117,6,15,96,El Salvador
,,,Equatorial Guinea,2020-04-10 22:53:48,1.6508,10.2679,18,0,3,15,Equatorial Guinea
,,,Eritrea,2020-04-10 22:53:48,15.1794,39.7823,34,0,0,34,Eritrea
,,,Estonia,2020-04-10 22:53:48,58.5953,25.0136,1258,24,93,1141,Estonia
,,,Eswatini,2020-04-10 22:53:48,-26.5225,31.4659,12,0,7,5,Eswatini
,,,Ethiopia,2020-04-10 22:53:48,9.145,40.4897,65,3,4,58,Ethiopia
,,,Fiji,2020-04-10 22:53:48,-17.7134,178.065,16,0,0,16,Fiji
,,,Finland,2020-04-10 22:53:48,61.92411,25.748151,2769,48,300,2421,Finland
00250,,,France,2020-04-10 22:53:48,46.2276,2.2137,124869,13197,24932,86740,",,France"
,,,Gabon,2020-04-10 22:53:48,-0.8037,11.6094,44,1,1,42,Gabon
,,,Gambia,2020-04-10 22:53:48,13.4432,-15.3101,4,1,2,1,Gambia
,,,Georgia,2020-04-10 22:53:48,42.3154,43.3569,234,3,54,177,Georgia
,,,Germany,2020-04-10 22:53:48,51.165690999999995,10.451526,122171,2767,53913,65491,Germany
,,,Ghana,2020-04-10 22:53:48,7.9465,-1.0232,378,6,4,368,Ghana
,,,Greece,2020-04-10 22:53:48,39.0742,21.8243,2011,92,269,1650,Greece
,,,Grenada,2020-04-10 22:53:48,12.1165,-61.678999999999995,14,0,0,14,Grenada
,,,Guatemala,2020-04-10 22:53:48,15.7835,-90.2308,126,3,17,106,Guatemala
,,,Guinea,2020-04-10 22:53:48,9.9456,-9.6966,212,0,15,197,Guinea
,,,Guinea-Bissau,2020-04-10 22:53:48,11.8037,-15.1804,36,0,0,36,Guinea-Bissau
,,,Guyana,2020-04-10 22:53:48,4.860416000000002,-58.93018000000001,37,6,8,23,Guyana
,,,Haiti,2020-04-10 22:53:48,18.9712,-72.2852,31,2,0,29,Haiti
,,,Holy See,2020-04-10 22:53:48,41.9029,12.4534,8,0,2,6,Holy See
,,,Honduras,2020-04-10 22:53:48,15.2,-86.2419,382,23,7,352,Honduras
,,,Hungary,2020-04-10 22:53:48,47.1625,19.5033,1190,77,112,1001,Hungary
,,,Iceland,2020-04-10 22:53:48,64.9631,-19.0208,1675,7,751,917,Iceland
,,,India,2020-04-10 22:53:48,20.593684,78.96288,7598,246,774,6578,India
,,,Indonesia,2020-04-10 22:53:48,-0.7893,113.9213,3512,306,282,2924,Indonesia
,,,Iran,2020-04-10 22:53:48,32.427908,53.68804599999999,68192,4232,35465,28495,Iran
,,,Iraq,2020-04-10 22:53:48,33.223191,43.679291,1279,70,550,659,Iraq
,,,Ireland,2020-04-10 22:53:48,53.1424,-7.6921,8089,287,25,7777,Ireland
,,,Israel,2020-04-10 22:53:48,31.046051000000002,34.851612,10408,95,1183,9130,Israel
,,,Italy,2020-04-10 22:53:48,41.87194,12.56738,147577,18849,30455,98273,Italy
,,,Jamaica,2020-04-10 22:53:48,18.1096,-77.2975,63,4,13,46,Jamaica
,,,Japan,2020-04-10 22:53:48,36.204824,138.252924,5530,99,685,4746,Japan
,,,Jordan,2020-04-10 22:53:48,31.24,36.51,372,7,170,195,Jordan
,,,Kazakhstan,2020-04-10 22:53:48,48.0196,66.9237,812,10,64,738,Kazakhstan
,,,Kenya,2020-04-10 22:53:48,-0.0236,37.9062,189,7,22,160,Kenya
,,,"Korea, South",2020-04-10 22:53:48,35.90775700000001,127.766922,10450,208,7117,3125,"Korea, South"
,,,Kosovo,2020-04-10 22:53:48,42.602636,20.902977,250,7,52,191,Kosovo
,,,Kuwait,2020-04-10 22:53:48,29.311659999999996,47.481766,993,1,123,869,Kuwait
,,,Kyrgyzstan,2020-04-10 22:53:48,41.20438,74.766098,298,5,35,258,Kyrgyzstan
,,,Laos,2020-04-10 22:53:48,19.856270000000002,102.495496,16,0,0,16,Laos
,,,Latvia,2020-04-10 22:53:48,56.8796,24.6032,612,3,16,593,Latvia
,,,Lebanon,2020-04-10 22:53:48,33.8547,35.8623,609,20,76,513,Lebanon
,,,Liberia,2020-04-10 22:53:48,6.4280550000000005,-9.429499,37,5,3,29,Liberia
,,,Libya,2020-04-10 22:53:48,26.3351,17.228331,24,1,8,15,Libya
,,,Liechtenstein,2020-04-10 22:53:48,47.14,9.55,79,1,55,23,Liechtenstein
,,,Lithuania,2020-04-10 22:53:48,55.1694,23.8813,999,22,54,923,Lithuania
,,,Luxembourg,2020-04-10 22:53:48,49.8153,6.1296,3223,54,500,2669,Luxembourg
,,,MS Zaandam,2020-04-10 22:53:48,,,9,2,0,7,",,MS Zaandam"
,,,Madagascar,2020-04-10 22:53:48,-18.766947000000002,46.869107,93,0,11,82,Madagascar
,,,Malawi,2020-04-10 22:53:48,-13.254307999999998,34.301525,9,1,0,8,Malawi
,,,Malaysia,2020-04-10 22:53:48,4.210483999999999,101.97576600000001,4346,70,1830,2446,Malaysia
,,,Maldives,2020-04-10 22:53:48,3.2028,73.2207,19,0,13,6,Maldives
,,,Mali,2020-04-10 22:53:48,17.570692,-3.996166000000001,87,7,22,58,Mali
,,,Malta,2020-04-10 22:53:48,35.9375,14.3754,350,2,16,332,Malta
,,,Mauritania,2020-04-10 22:53:48,21.0079,-10.9408,7,1,2,4,",,Mauritania"
,,,Mauritius,2020-04-10 22:53:48,-20.348404000000002,57.552152,318,9,23,286,Mauritius
,,,Mexico,2020-04-10 22:53:48,23.6345,-102.5528,3441,194,633,2614,Mexico
,,,Moldova,2020-04-10 22:53:48,47.4116,28.3699,1438,29,56,1353,Moldova
,,,Monaco,2020-04-10 22:53:48,43.7333,7.4167,90,1,5,84,Monaco
,,,Mongolia,2020-04-10 22:53:48,46.8625,103.8467,16,0,4,12,Mongolia
,,,Montenegro,2020-04-10 22:53:48,42.708678000000006,19.37439,255,2,4,249,Montenegro
,,,Morocco,2020-04-10 22:53:48,31.7917,-7.0926,1448,107,122,1219,Morocco
,,,Mozambique,2020-04-10 22:53:48,-18.665695,35.529562,20,0,2,18,Mozambique
,,,Namibia,2020-04-10 22:53:48,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,2020-04-10 22:53:48,28.1667,84.25,9,0,1,8,Nepal
,,,Netherlands,2020-04-10 22:53:48,52.1326,5.2913,23097,2511,250,20336,Netherlands
,,,New Zealand,2020-04-10 22:53:48,-40.9006,174.886,1283,2,373,908,New Zealand
,,,Nicaragua,2020-04-10 22:53:48,12.865416,-85.207229,7,1,0,6,Nicaragua
,,,Niger,2020-04-10 22:53:48,17.607789,8.081666,438,11,41,386,Niger
,,,Nigeria,2020-04-10 22:53:48,9.082,8.6753,305,7,58,240,Nigeria
,,,North Macedonia,2020-04-10 22:53:48,41.6086,21.7453,711,32,41,638,North Macedonia
,,,Norway,2020-04-10 22:53:48,60.472,8.4689,6314,113,32,6169,Norway
,,,Oman,2020-04-10 22:53:48,21.512583,55.92325500000001,484,3,109,372,Oman
,,,Pakistan,2020-04-10 22:53:48,30.3753,69.3451,4695,66,727,3902,Pakistan
,,,Panama,2020-04-10 22:53:48,8.538,-80.7821,2752,66,16,2670,Panama
,,,Papua New Guinea,2020-04-10 22:53:48,-6.314993,143.95555,2,0,0,2,Papua New Guinea
,,,Paraguay,2020-04-10 22:53:48,-23.4425,-58.4438,129,6,18,105,Paraguay
,,,Peru,2020-04-10 22:53:48,-9.19,-75.0152,5897,169,1569,4159,Peru
,,,Philippines,2020-04-10 22:53:48,12.879721,121.77401699999999,4195,221,140,3834,Philippines
,,,Poland,2020-04-10 22:53:48,51.9194,19.1451,5955,181,318,5456,Poland
,,,Portugal,2020-04-10 22:53:48,39.3999,-8.2245,15472,435,233,14804,Portugal
,,,Qatar,2020-04-10 22:53:48,25.3548,51.1839,2512,6,227,2279,Qatar
,,,Romania,2020-04-10 22:53:48,45.9432,24.9668,5467,270,729,4468,Romania
,,,Russia,2020-04-10 22:53:48,61.52401,105.31875600000001,11917,94,795,11028,Russia
,,,Rwanda,2020-04-10 22:53:48,-1.9403,29.8739,118,0,7,111,Rwanda
,,,Saint Kitts and Nevis,2020-04-10 22:53:48,17.357822,-62.782998,12,0,0,12,Saint Kitts and Nevis
,,,Saint Lucia,2020-04-10 22:53:48,13.9094,-60.9789,15,0,1,14,Saint Lucia
,,,Saint Vincent and the Grenadines,2020-04-10 22:53:48,12.9843,-61.2872,12,0,1,11,Saint Vincent and the Grenadines
,,,San Marino,2020-04-10 22:53:48,43.9424,12.4578,344,34,50,260,San Marino
,,,Sao Tome and Principe,2020-04-10 22:53:48,0.18636,6.613081,4,0,0,4,Sao Tome and Principe
,,,Saudi Arabia,2020-04-10 22:53:48,23.885942,45.079162,3651,47,685,2919,Saudi Arabia
,,,Senegal,2020-04-10 22:53:48,14.4974,-14.4524,265,2,137,126,Senegal
,,,Serbia,2020-04-10 22:53:48,44.0165,21.0059,3105,71,0,3034,Serbia
,,,Seychelles,2020-04-10 22:53:48,-4.6796,55.492,11,0,0,11,Seychelles
,,,Sierra Leone,2020-04-10 22:53:48,8.460555000000001,-11.779889,8,0,0,8,Sierra Leone
,,,Singapore,2020-04-10 22:53:48,1.2833,103.8333,2108,7,492,1609,Singapore
,,,Slovakia,2020-04-10 22:53:48,48.669,19.699,715,2,23,690,Slovakia
,,,Slovenia,2020-04-10 22:53:48,46.1512,14.9955,1160,45,137,978,Slovenia
,,,Somalia,2020-04-10 22:53:48,5.152149,46.199616,21,1,1,19,Somalia
,,,South Africa,2020-04-10 22:53:48,-30.5595,22.9375,2003,24,410,1569,South Africa
,,,South Sudan,2020-04-10 22:53:48,6.8770000000000024,31.307,4,0,0,4,South Sudan
,,,Spain,2020-04-10 22:53:48,40.463667,-3.7492199999999998,158273,16081,55668,86524,Spain
,,,Sri Lanka,2020-04-10 22:53:48,7.873054,80.77179699999998,190,7,54,129,Sri Lanka
,,,Sudan,2020-04-10 22:53:48,12.8628,30.2176,17,2,2,13,Sudan
,,,Suriname,2020-04-10 22:53:48,3.9193,-56.0278,10,1,4,5,Suriname
,,,Sweden,2020-04-10 22:53:48,60.128161,18.643501,9685,870,381,8434,Sweden
,,,Switzerland,2020-04-10 22:53:48,46.8182,8.2275,24551,1002,11100,12449,Switzerland
,,,Syria,2020-04-10 22:53:48,34.802075,38.99681500000001,19,2,4,13,Syria
,,,Taiwan*,2020-04-10 12:29:45,23.7,121.0,382,6,91,285,Taiwan*
,,,Tanzania,2020-04-10 22:53:48,-6.369028,34.888822,32,3,5,24,Tanzania
,,,Thailand,2020-04-10 22:53:48,15.870032,100.992541,2473,33,1013,1427,Thailand
,,,Timor-Leste,2020-04-10 22:53:48,-8.874217,125.727539,2,0,1,1,Timor-Leste
,,,Togo,2020-04-10 22:53:48,8.6195,0.8248,76,3,25,48,Togo
,,,Trinidad and Tobago,2020-04-10 22:53:48,10.6918,-61.2225,109,8,1,100,Trinidad and Tobago
,,,Tunisia,2020-04-10 22:53:48,33.886917,9.537499,671,25,25,621,Tunisia
,,,Turkey,2020-04-10 22:53:48,38.9637,35.2433,47029,1006,2423,43600,Turkey
,,,Uganda,2020-04-10 22:53:48,1.373333,32.290275,53,0,0,53,Uganda
,,,Ukraine,2020-04-10 22:53:48,48.3794,31.1656,2203,69,61,2073,Ukraine
,,,United Arab Emirates,2020-04-10 22:53:48,23.424076,53.847818000000004,3360,16,418,2926,United Arab Emirates
,,,United Kingdom,2020-04-10 22:53:48,55.3781,-3.4360000000000004,73758,8958,344,64456,United Kingdom
,,,Uruguay,2020-04-10 22:53:48,-32.5228,-55.7658,473,7,206,260,Uruguay
,,,Uzbekistan,2020-04-10 22:53:48,41.377491,64.585262,624,3,42,579,Uzbekistan
,,,Venezuela,2020-04-10 22:53:48,6.4238,-66.5897,171,9,84,78,Venezuela
,,,Vietnam,2020-04-10 22:53:48,14.058323999999999,108.277199,257,0,144,113,Vietnam
,,,West Bank and Gaza,2020-04-10 22:53:48,31.9522,35.2332,267,2,45,220,West Bank and Gaza
,,,Western Sahara,2020-04-10 22:53:48,24.2155,-12.8858,4,0,0,4,",,Western Sahara"
,,,Yemen,2020-04-10 22:53:48,15.552726999999999,48.516388,1,0,0,1,Yemen
,,,Zambia,2020-04-10 22:53:48,-13.133897,27.849332,40,2,25,13,Zambia
,,,Zimbabwe,2020-04-10 22:53:48,-19.015438,29.154857,13,3,0,10,Zimbabwe
,,Alberta,Canada,2020-04-11 22:52:28,53.9333,-116.5765,1567,40,0,0,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-11 22:45:13,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Anhui,China,2020-04-09 01:12:20,31.8257,117.2264,991,6,984,1,"Anhui, China"
,,Aruba,Netherlands,2020-04-11 22:45:13,12.5211,-69.9683,92,0,29,63,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-11 22:52:46,-35.4735,149.0124,103,2,59,42,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-11 00:47:18,40.1824,116.4142,589,8,474,107,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-11 22:45:13,32.3078,-64.7505,48,4,25,19,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-11 22:45:13,12.1784,-68.2385,2,0,0,2,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-11 22:52:28,53.7267,-127.6476,1445,58,0,0,"British Columbia, Canada"
