FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,Thailand,2020-04-08 22:51:39,15.870032,100.992541,2369,30,888,1451,Thailand
,,,Timor-Leste,2020-04-08 22:51:39,-8.874217,125.727539,1,0,0,1,Timor-Leste
,,,Togo,2020-04-08 22:51:39,8.6195,0.8248,70,3,23,44,Togo
,,,Trinidad and Tobago,2020-04-08 22:51:39,10.6918,-61.2225,107,8,1,98,Trinidad and Tobago
,,,Tunisia,2020-04-08 22:51:39,33.886917,9.537499,628,24,25,579,Tunisia
,,,Turkey,2020-04-08 22:51:39,38.9637,35.2433,38226,812,1846,35568,Turkey
,,,Uganda,2020-04-08 22:51:39,1.373333,32.290275,53,0,0,53,Uganda
,,,Ukraine,2020-04-08 22:51:39,48.3794,31.1656,1668,52,35,1581,Ukraine
,,,United Arab Emirates,2020-04-08 22:51:39,23.424076,53.847818000000004,2659,12,239,2408,United Arab Emirates
,,,United Kingdom,2020-04-08 22:51:39,55.3781,-3.4360000000000004,60733,7097,135,53501,United Kingdom
,,,Uruguay,2020-04-08 22:51:39,-32.5228,-55.7658,424,7,150,267,Uruguay
,,,Uzbekistan,2020-04-08 22:51:39,41.377491,64.585262,545,3,30,512,Uzbekistan
,,,Venezuela,2020-04-08 22:51:39,6.4238,-66.5897,167,9,65,93,Venezuela
,,,Vietnam,2020-04-08 22:51:39,14.058323999999999,108.277199,251,0,126,125,Vietnam
,,,West Bank and Gaza,2020-04-08 22:51:39,31.9522,35.2332,263,1,44,218,West Bank and Gaza
,,,Western Sahara,2020-04-08 22:51:39,24.2155,-12.8858,4,0,0,4,",,Western Sahara"
,,,Zambia,2020-04-08 22:51:39,-13.133897,27.849332,39,1,7,31,Zambia
,,,Zimbabwe,2020-04-08 22:51:39,-19.015438,29.154857,11,3,0,8,Zimbabwe
,,Alberta,Canada,2020-04-09 23:09:01,53.9333,-116.5765,1423,29,0,0,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-09 23:02:19,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Anhui,China,2020-04-09 01:12:20,31.8257,117.2264,991,6,984,1,"Anhui, China"
,,Aruba,Netherlands,2020-04-09 23:02:19,12.5211,-69.9683,82,0,20,62,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-09 23:09:19,-35.4735,149.0124,100,2,47,51,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-09 01:12:20,40.1824,116.4142,588,8,464,116,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-09 23:02:19,32.3078,-64.7505,48,4,25,19,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-09 23:02:19,12.1784,-68.2385,2,0,0,2,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-09 23:09:01,53.7267,-127.6476,1336,48,0,0,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-04-09 23:02:19,18.4207,-64.64,3,0,0,3,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-09 23:02:19,19.3133,-81.2546,45,1,6,38,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-09 23:02:19,49.3723,-2.3644,361,8,40,313,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-03-29 00:14:12,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,2020-04-09 23:02:19,12.1696,-68.99,14,1,7,6,"Curacao, Netherlands"
,,Diamond Princess,Canada,2020-04-09 23:09:01,,,0,1,0,0,"Diamond Princess, Canada"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-09 23:02:19,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Faroe Islands,Denmark,2020-04-09 23:02:19,61.8926,-6.9118,184,0,136,48,"Faroe Islands, Denmark"
,,French Guiana,France,2020-04-09 23:02:19,4.0,-53.0,83,0,43,40,"French Guiana, France"
,,French Polynesia,France,2020-04-09 23:02:19,-17.6797,-149.4068,51,0,0,51,"French Polynesia, France"
,,Fujian,China,2020-04-08 12:26:31,26.0789,117.9874,351,1,308,42,"Fujian, China"
,,Gansu,China,2020-04-09 02:02:54,37.8099,101.0583,139,2,135,2,"Gansu, China"
,,Gibraltar,United Kingdom,2020-04-09 23:02:19,36.1408,-5.3536,123,0,60,63,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-04-09 23:09:01,,,13,0,0,0,"Grand Princess, Canada"
,,Greenland,Denmark,2020-04-09 23:02:19,71.7069,-42.6043,11,0,11,0,"Greenland, Denmark"
,,Guadeloupe,France,2020-04-09 23:02:19,16.265,-61.551,141,8,43,90,"Guadeloupe, France"
,,Guangdong,China,2020-04-09 01:12:20,23.3417,113.4244,1539,8,1423,108,"Guangdong, China"
,,Guangxi,China,2020-04-02 00:16:02,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,2020-03-18 01:37:43,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,2020-03-24 04:19:14,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,2020-04-09 00:59:02,39.549,116.1306,327,6,313,8,"Hebei, China"
,,Heilongjiang,China,2020-04-09 00:52:58,47.861999999999995,127.7615,609,13,470,126,"Heilongjiang, China"
,,Henan,China,2020-04-06 00:42:07,33.882,113.61399999999999,1276,22,1252,2,"Henan, China"
,,Hong Kong,China,2020-04-09 09:16:48,22.3,114.2,973,4,293,676,"Hong Kong, China"
,,Hubei,China,2020-04-09 01:34:36,30.9756,112.2707,67803,3215,64187,401,"Hubei, China"
,,Hunan,China,2020-04-02 01:30:57,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,2020-04-09 02:42:30,44.0935,113.9448,126,1,79,46,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,2020-04-09 23:02:19,54.2361,-4.5481,190,1,92,97,"Isle of Man, United Kingdom"
,,Jiangsu,China,2020-04-05 01:33:26,32.9711,119.455,651,0,633,18,"Jiangsu, China"
,,Jiangxi,China,2020-03-30 03:15:15,27.614,115.7221,937,1,935,1,"Jiangxi, China"
,,Jilin,China,2020-04-08 12:24:29,43.6661,126.1923,98,1,93,4,"Jilin, China"
,,Liaoning,China,2020-04-09 12:08:14,41.2956,122.6085,144,2,132,10,"Liaoning, China"
,,Macau,China,2020-04-08 09:36:20,22.1667,113.55,45,0,10,35,"Macau, China"
,,Manitoba,Canada,2020-04-09 23:09:01,53.7609,-98.8139,221,3,0,0,"Manitoba, Canada"
,,Martinique,France,2020-04-09 23:02:19,14.6415,-61.0242,154,6,50,98,"Martinique, France"
,,Mayotte,France,2020-04-09 23:02:19,-12.8275,45.166244,184,2,22,160,"Mayotte, France"
,,Montserrat,United Kingdom,2020-04-09 23:02:19,16.742498,-62.187366000000004,9,0,0,9,"Montserrat, United Kingdom"
,,New Brunswick,Canada,2020-04-09 23:09:01,46.5653,-66.4619,108,0,0,0,"New Brunswick, Canada"
,,New Caledonia,France,2020-04-09 23:02:19,-20.904304999999997,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-09 23:09:19,-33.8688,151.2093,2773,21,4,2748,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-09 23:09:01,53.1355,-57.6604,232,2,0,0,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:05,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-09 23:09:19,-12.4634,130.8456,28,0,2,26,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-09 23:09:01,64.8255,-124.8457,5,0,0,0,",Northwest Territories,Canada"
,,Nova Scotia,Canada,2020-04-09 23:09:01,44.681999999999995,-63.7443,342,1,0,0,"Nova Scotia, Canada"
,,Ontario,Canada,2020-04-09 23:09:01,51.2538,-85.3232,5759,200,0,0,"Ontario, Canada"
,,Prince Edward Island,Canada,2020-04-09 23:09:01,46.5107,-63.4168,25,0,0,0,"Prince Edward Island, Canada"
,,Qinghai,China,2020-02-23 11:19:02,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,2020-04-09 23:09:01,52.9399,-73.5491,10912,216,0,0,"Quebec, Canada"
,,Queensland,Australia,2020-04-09 23:09:19,-27.4698,153.0251,953,4,345,604,"Queensland, Australia"
,,Recovered,Canada,2020-04-09 23:09:01,,,0,0,5162,0,"Recovered, Canada"
,,Reunion,France,2020-04-09 23:02:19,-21.1151,55.5364,362,0,40,322,"Reunion, France"
,,Saint Barthelemy,France,2020-04-09 23:02:19,17.9,-62.8333,6,0,1,5,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,2020-04-09 23:02:19,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
,,Saskatchewan,Canada,2020-04-09 23:09:01,52.9399,-106.4509,271,3,0,0,"Saskatchewan, Canada"
,,Shaanxi,China,2020-04-06 01:14:34,35.1917,108.8701,256,3,246,7,"Shaanxi, China"
,,Shandong,China,2020-04-09 00:40:50,36.3427,118.1498,783,7,756,20,"Shandong, China"
,,Shanghai,China,2020-04-09 07:01:54,31.201999999999998,121.4491,552,7,422,123,"Shanghai, China"
,,Shanxi,China,2020-04-09 00:28:41,37.5777,112.2922,166,0,134,32,"Shanxi, China"
,,Sichuan,China,2020-04-07 01:35:16,30.6171,102.7103,560,3,541,16,"Sichuan, China"
,,Sint Maarten,Netherlands,2020-04-09 23:02:19,18.0425,-63.0548,43,6,1,36,"Sint Maarten, Netherlands"
,,South Australia,Australia,2020-04-09 23:09:19,-34.9285,138.6007,420,3,120,297,"South Australia, Australia"
,,St Martin,France,2020-04-09 23:02:19,18.0708,-63.0501,32,2,7,23,"St Martin, France"
,,Tasmania,Australia,2020-04-09 23:09:19,-42.8821,147.3272,111,3,48,60,"Tasmania, Australia"
,,Tianjin,China,2020-04-09 06:51:46,39.3054,117.323,182,3,152,27,"Tianjin, China"
,,Tibet,China,2020-02-23 11:19:02,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,2020-04-09 23:02:19,21.69400000000001,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,2020-04-09 23:09:19,-37.8136,144.9631,1228,12,736,480,"Victoria, Australia"
,,Western Australia,Australia,2020-04-09 23:09:19,-31.9505,115.8605,495,6,170,319,"Western Australia, Australia"
,,Xinjiang,China,2020-03-08 05:31:02,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,2020-04-09 23:09:01,64.2823,-135.0,7,0,0,0,",Yukon,Canada"
,,Yunnan,China,2020-04-07 00:20:57,24.974,101.48700000000001,184,2,173,9,"Yunnan, China"
,,Zhejiang,China,2020-04-09 01:45:42,29.1832,120.0934,1267,1,1235,31,"Zhejiang, China"
,,,Afghanistan,2020-04-09 23:02:19,33.93911,67.709953,484,15,32,437,Afghanistan
,,,Albania,2020-04-09 23:02:19,41.1533,20.1683,409,23,165,221,Albania
,,,Algeria,2020-04-09 23:02:19,28.0339,1.6596,1666,235,347,1084,Algeria
,,,Andorra,2020-04-09 23:02:19,42.5063,1.5218,583,25,58,500,Andorra
,,,Angola,2020-04-09 23:02:19,-11.2027,17.8739,19,2,2,15,Angola
,,,Antigua and Barbuda,2020-04-09 23:02:19,17.0608,-61.7964,19,2,0,17,Antigua and Barbuda
,,,Argentina,2020-04-09 23:02:19,-38.4161,-63.6167,1795,72,365,1358,Argentina
,,,Armenia,2020-04-09 23:02:19,40.0691,45.0382,921,10,138,773,Armenia
,,,Austria,2020-04-09 23:02:19,47.5162,14.5501,13244,295,5240,7709,Austria
,,,Azerbaijan,2020-04-09 23:02:19,40.1431,47.5769,926,9,101,816,Azerbaijan
,,,Bahamas,2020-04-09 23:02:19,25.025885,-78.035889,41,8,5,28,Bahamas
,,,Bahrain,2020-04-09 23:02:19,26.0275,50.55,887,5,519,363,Bahrain
,,,Bangladesh,2020-04-09 23:02:19,23.685,90.3563,330,21,33,276,Bangladesh
,,,Barbados,2020-04-09 23:02:19,13.1939,-59.5432,66,3,11,52,Barbados
,,,Belarus,2020-04-09 23:02:19,53.7098,27.9534,1486,16,139,1331,Belarus
,,,Belgium,2020-04-09 23:02:19,50.8333,4.469936,24983,2523,5164,17296,Belgium
,,,Belize,2020-04-09 23:02:19,17.1899,-88.4976,9,1,0,8,",,Belize"
,,,Benin,2020-04-09 23:02:19,9.3077,2.3158,26,1,5,20,Benin
,,,Bhutan,2020-04-09 23:02:19,27.5142,90.4336,5,0,2,3,Bhutan
,,,Bolivia,2020-04-09 23:02:19,-16.2902,-63.5887,264,18,2,244,Bolivia
,,,Bosnia and Herzegovina,2020-04-09 23:02:19,43.9159,17.6791,858,35,101,722,Bosnia and Herzegovina
,,,Botswana,2020-04-09 23:02:19,-22.3285,24.6849,13,1,0,12,Botswana
,,,Brazil,2020-04-09 23:02:19,-14.235,-51.9253,18092,950,173,16969,Brazil
,,,Brunei,2020-04-09 23:02:19,4.5353,114.7277,135,1,92,42,Brunei
,,,Bulgaria,2020-04-09 23:02:19,42.7339,25.4858,618,24,48,546,Bulgaria
,,,Burkina Faso,2020-04-09 23:02:19,12.2383,-1.5616,443,24,146,273,Burkina Faso
,,,Burma,2020-04-09 23:02:19,21.9162,95.956,23,3,2,18,Burma
,,,Burundi,2020-04-09 23:02:19,-3.3731,29.9189,3,0,0,3,Burundi
,,,Cabo Verde,2020-04-09 23:02:19,16.5388,-23.0418,7,1,1,5,Cabo Verde
,,,Cambodia,2020-04-09 23:02:19,11.55,104.9167,119,0,62,57,Cambodia
,,,Cameroon,2020-04-09 23:02:19,3.8480000000000003,11.5021,730,10,60,660,Cameroon
,,,Central African Republic,2020-04-09 23:02:19,6.6111,20.9394,8,0,0,8,Central African Republic
,,,Chad,2020-04-09 23:02:19,15.4542,18.7322,11,0,2,9,Chad
,,,Chile,2020-04-09 23:02:19,-35.6751,-71.543,5972,57,1274,4641,Chile
,,,Colombia,2020-04-09 23:02:19,4.5709,-74.2973,2223,69,174,1980,Colombia
,,,Congo (Brazzaville),2020-04-09 23:02:19,-4.2634,15.2832,60,5,5,50,Congo (Brazzaville)
,,,Congo (Kinshasa),2020-04-09 23:02:19,-4.322447,15.307045,180,18,9,153,Congo (Kinshasa)
,,,Costa Rica,2020-04-09 23:02:19,9.7489,-83.7534,539,3,30,506,Costa Rica
,,,Cote d'Ivoire,2020-04-09 23:02:19,7.54,-5.5471,444,3,52,389,Cote d'Ivoire
,,,Croatia,2020-04-09 23:02:19,45.1,15.2,1407,20,219,1168,Croatia
,,,Cuba,2020-04-09 23:02:19,21.521757,-77.78116700000002,515,15,28,472,Cuba
,,,Cyprus,2020-04-09 23:02:19,35.1264,33.4299,564,10,53,501,Cyprus
,,,Czechia,2020-04-09 23:02:19,49.8175,15.472999999999999,5569,112,301,5156,Czechia
,,,Denmark,2020-04-09 23:02:19,56.2639,9.5018,5635,237,1736,3662,Denmark
,,,Diamond Princess,2020-04-09 23:02:19,,,712,11,619,82,Diamond Princess
,,,Djibouti,2020-04-09 23:02:19,11.8251,42.5903,135,0,25,110,Djibouti
,,,Dominica,2020-04-09 23:02:19,15.415,-61.371,15,0,1,14,Dominica
,,,Dominican Republic,2020-04-09 23:02:19,18.7357,-70.1627,2349,118,80,2151,Dominican Republic
,,,Ecuador,2020-04-09 23:02:19,-1.8312,-78.1834,4965,272,339,4354,Ecuador
,,,Egypt,2020-04-09 23:02:19,26.820553000000004,30.802497999999996,1699,118,348,1233,Egypt
,,,El Salvador,2020-04-09 23:02:19,13.7942,-88.8965,103,6,14,83,El Salvador
,,,Equatorial Guinea,2020-04-09 23:02:19,1.6508,10.2679,18,0,3,15,Equatorial Guinea
,,,Eritrea,2020-04-09 23:02:19,15.1794,39.7823,33,0,0,33,Eritrea
,,,Estonia,2020-04-09 23:02:19,58.5953,25.0136,1207,24,83,1100,Estonia
,,,Eswatini,2020-04-09 23:02:19,-26.5225,31.4659,12,0,7,5,Eswatini
,,,Ethiopia,2020-04-09 23:02:19,9.145,40.4897,56,2,4,50,Ethiopia
,,,Fiji,2020-04-09 23:02:19,-17.7134,178.065,15,0,0,15,Fiji
,,,Finland,2020-04-09 23:02:19,61.92411,25.748151,2605,42,300,2263,Finland
00250,,,France,2020-04-09 23:02:19,46.2276,2.2137,117749,12210,23206,82333,",,France"
,,,Gabon,2020-04-09 23:02:19,-0.8037,11.6094,44,1,1,42,Gabon
,,,Gambia,2020-04-09 23:02:19,13.4432,-15.3101,4,1,2,1,Gambia
,,,Georgia,2020-04-09 23:02:19,42.3154,43.3569,218,3,51,164,Georgia
,,,Germany,2020-04-09 23:02:19,51.165690999999995,10.451526,118181,2607,52407,63167,Germany
,,,Ghana,2020-04-09 23:02:19,7.9465,-1.0232,378,6,3,369,Ghana
,,,Greece,2020-04-09 23:02:19,39.0742,21.8243,1955,87,269,1599,Greece
,,,Grenada,2020-04-09 23:02:19,12.1165,-61.678999999999995,12,0,0,12,Grenada
,,,Guatemala,2020-04-09 23:02:19,15.7835,-90.2308,95,3,17,75,Guatemala
,,,Guinea,2020-04-09 23:02:19,9.9456,-9.6966,194,0,11,183,Guinea
,,,Guinea-Bissau,2020-04-09 23:02:19,11.8037,-15.1804,36,0,0,36,Guinea-Bissau
,,,Guyana,2020-04-09 23:02:19,4.860416000000002,-58.93018000000001,37,6,8,23,Guyana
,,,Haiti,2020-04-09 23:02:19,18.9712,-72.2852,30,2,0,28,Haiti
,,,Holy See,2020-04-09 23:02:19,41.9029,12.4534,8,0,2,6,Holy See
,,,Honduras,2020-04-09 23:02:19,15.2,-86.2419,343,23,6,314,Honduras
,,,Hungary,2020-04-09 23:02:19,47.1625,19.5033,980,66,96,818,Hungary
,,,Iceland,2020-04-09 23:02:19,64.9631,-19.0208,1648,6,688,954,Iceland
,,,India,2020-04-09 23:02:19,20.593684,78.96288,6725,226,620,5879,India
,,,Indonesia,2020-04-09 23:02:19,-0.7893,113.9213,3293,280,252,2761,Indonesia
,,,Iran,2020-04-09 23:02:19,32.427908,53.68804599999999,66220,4110,32309,29801,Iran
,,,Iraq,2020-04-09 23:02:19,33.223191,43.679291,1232,69,496,667,Iraq
,,,Ireland,2020-04-09 23:02:19,53.1424,-7.6921,6574,263,25,6286,Ireland
,,,Israel,2020-04-09 23:02:19,31.046051000000002,34.851612,9968,86,1011,8871,Israel
,,,Italy,2020-04-09 23:02:19,41.87194,12.56738,143626,18279,28470,96877,Italy
,,,Jamaica,2020-04-09 23:02:19,18.1096,-77.2975,63,4,12,47,Jamaica
,,,Japan,2020-04-09 23:02:19,36.204824,138.252924,4667,94,632,3941,Japan
,,,Jordan,2020-04-09 23:02:19,31.24,36.51,372,7,161,204,Jordan
,,,Kazakhstan,2020-04-09 23:02:19,48.0196,66.9237,781,8,60,713,Kazakhstan
,,,Kenya,2020-04-09 23:02:19,-0.0236,37.9062,184,7,12,165,Kenya
,,,"Korea, South",2020-04-09 23:02:19,35.90775700000001,127.766922,10423,204,6973,3246,"Korea, South"
,,,Kosovo,2020-04-09 23:02:19,42.602636,20.902977,184,5,30,149,Kosovo
,,,Kuwait,2020-04-09 23:02:19,29.311659999999996,47.481766,910,1,111,798,Kuwait
,,,Kyrgyzstan,2020-04-09 23:02:19,41.20438,74.766098,280,4,35,241,Kyrgyzstan
,,,Laos,2020-04-09 23:02:19,19.856270000000002,102.495496,16,0,0,16,Laos
,,,Latvia,2020-04-09 23:02:19,56.8796,24.6032,589,3,16,570,Latvia
,,,Lebanon,2020-04-09 23:02:19,33.8547,35.8623,582,19,67,496,Lebanon
,,,Liberia,2020-04-09 23:02:19,6.4280550000000005,-9.429499,31,4,3,24,Liberia
,,,Libya,2020-04-09 23:02:19,26.3351,17.228331,24,1,8,15,Libya
,,,Liechtenstein,2020-04-09 23:02:19,47.14,9.55,78,1,55,22,Liechtenstein
,,,Lithuania,2020-04-09 23:02:19,55.1694,23.8813,955,16,8,931,Lithuania
,,,Luxembourg,2020-04-09 23:02:19,49.8153,6.1296,3115,52,500,2563,Luxembourg
,,,MS Zaandam,2020-04-09 23:02:19,,,9,2,0,7,",,MS Zaandam"
,,,Madagascar,2020-04-09 23:02:19,-18.766947000000002,46.869107,93,0,11,82,Madagascar
,,,Malawi,2020-04-09 23:02:19,-13.254307999999998,34.301525,8,1,0,7,Malawi
,,,Malaysia,2020-04-09 23:02:19,4.210483999999999,101.97576600000001,4228,67,1608,2553,Malaysia
,,,Maldives,2020-04-09 23:02:19,3.2028,73.2207,19,0,13,6,Maldives
,,,Mali,2020-04-09 23:02:19,17.570692,-3.996166000000001,74,7,22,45,Mali
,,,Malta,2020-04-09 23:02:19,35.9375,14.3754,337,2,16,319,Malta
,,,Mauritania,2020-04-09 23:02:19,21.0079,-10.9408,7,1,2,4,",,Mauritania"
,,,Mauritius,2020-04-09 23:02:19,-20.348404000000002,57.552152,314,7,23,284,Mauritius
,,,Mexico,2020-04-09 23:02:19,23.6345,-102.5528,3181,174,633,2374,Mexico
,,,Moldova,2020-04-09 23:02:19,47.4116,28.3699,1289,29,50,1210,Moldova
,,,Monaco,2020-04-09 23:02:19,43.7333,7.4167,84,1,5,78,Monaco
,,,Mongolia,2020-04-09 23:02:19,46.8625,103.8467,16,0,4,12,Mongolia
,,,Montenegro,2020-04-09 23:02:19,42.708678000000006,19.37439,252,2,4,246,Montenegro
,,,Morocco,2020-04-09 23:02:19,31.7917,-7.0926,1374,97,109,1168,Morocco
,,,Mozambique,2020-04-09 23:02:19,-18.665695,35.529562,17,0,1,16,Mozambique
,,,Namibia,2020-04-09 23:02:19,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,2020-04-09 23:02:19,28.1667,84.25,9,0,1,8,Nepal
,,,Netherlands,2020-04-09 23:02:19,52.1326,5.2913,21762,2396,250,19116,Netherlands
,,,New Zealand,2020-04-09 23:02:19,-40.9006,174.886,1239,1,317,921,New Zealand
,,,Nicaragua,2020-04-09 23:02:19,12.865416,-85.207229,7,1,0,6,Nicaragua
,,,Niger,2020-04-09 23:02:19,17.607789,8.081666,410,11,40,359,Niger
,,,Nigeria,2020-04-09 23:02:19,9.082,8.6753,288,7,51,230,Nigeria
,,,North Macedonia,2020-04-09 23:02:19,41.6086,21.7453,663,30,37,596,North Macedonia
,,,Norway,2020-04-09 23:02:19,60.472,8.4689,6211,108,32,6071,Norway
,,,Oman,2020-04-09 23:02:19,21.512583,55.92325500000001,457,3,109,345,Oman
,,,Pakistan,2020-04-09 23:02:19,30.3753,69.3451,4489,65,572,3852,Pakistan
,,,Panama,2020-04-09 23:02:19,8.538,-80.7821,2528,63,16,2449,Panama
,,,Papua New Guinea,2020-04-09 23:02:19,-6.314993,143.95555,2,0,0,2,Papua New Guinea
,,,Paraguay,2020-04-09 23:02:19,-23.4425,-58.4438,124,5,18,101,Paraguay
,,,Peru,2020-04-09 23:02:19,-9.19,-75.0152,5256,138,1438,3680,Peru
,,,Philippines,2020-04-09 23:02:19,12.879721,121.77401699999999,4076,203,124,3749,Philippines
,,,Poland,2020-04-09 23:02:19,51.9194,19.1451,5575,174,284,5117,Poland
,,,Portugal,2020-04-09 23:02:19,39.3999,-8.2245,13956,409,205,13342,Portugal
,,,Qatar,2020-04-09 23:02:19,25.3548,51.1839,2376,6,206,2164,Qatar
,,,Romania,2020-04-09 23:02:19,45.9432,24.9668,5202,248,647,4307,Romania
,,,Russia,2020-04-09 23:02:19,61.52401,105.31875600000001,10131,76,698,9357,Russia
,,,Rwanda,2020-04-09 23:02:19,-1.9403,29.8739,110,0,7,103,Rwanda
,,,Saint Kitts and Nevis,2020-04-09 23:02:19,17.357822,-62.782998,11,0,0,11,Saint Kitts and Nevis
,,,Saint Lucia,2020-04-09 23:02:19,13.9094,-60.9789,14,0,1,13,Saint Lucia
,,,Saint Vincent and the Grenadines,2020-04-09 23:02:19,12.9843,-61.2872,12,0,1,11,Saint Vincent and the Grenadines
,,,San Marino,2020-04-09 23:02:19,43.9424,12.4578,333,34,49,250,San Marino
,,,Sao Tome and Principe,2020-04-09 23:02:19,0.18636,6.613081,4,0,0,4,Sao Tome and Principe
,,,Saudi Arabia,2020-04-09 23:02:19,23.885942,45.079162,3287,44,666,2577,Saudi Arabia
,,,Senegal,2020-04-09 23:02:19,14.4974,-14.4524,250,2,123,125,Senegal
,,,Serbia,2020-04-09 23:02:19,44.0165,21.0059,2867,66,0,2801,Serbia
,,,Seychelles,2020-04-09 23:02:19,-4.6796,55.492,11,0,0,11,Seychelles
,,,Sierra Leone,2020-04-09 23:02:19,8.460555000000001,-11.779889,7,0,0,7,Sierra Leone
,,,Singapore,2020-04-09 23:02:19,1.2833,103.8333,1910,6,460,1444,Singapore
,,,Slovakia,2020-04-09 23:02:19,48.669,19.699,701,2,23,676,Slovakia
,,,Slovenia,2020-04-09 23:02:19,46.1512,14.9955,1124,43,128,953,Slovenia
,,,Somalia,2020-04-09 23:02:19,5.152149,46.199616,12,1,1,10,Somalia
,,,South Africa,2020-04-09 23:02:19,-30.5595,22.9375,1934,18,95,1821,South Africa
,,,South Sudan,2020-04-09 23:02:19,6.8770000000000024,31.307,3,0,0,3,South Sudan
,,,Spain,2020-04-09 23:02:19,40.463667,-3.7492199999999998,153222,15447,52165,85610,Spain
,,,Sri Lanka,2020-04-09 23:02:19,7.873054,80.77179699999998,190,7,49,134,Sri Lanka
,,,Sudan,2020-04-09 23:02:19,12.8628,30.2176,15,2,2,11,Sudan
,,,Suriname,2020-04-09 23:02:19,3.9193,-56.0278,10,1,4,5,Suriname
,,,Sweden,2020-04-09 23:02:19,60.128161,18.643501,9141,793,205,8143,Sweden
,,,Switzerland,2020-04-09 23:02:19,46.8182,8.2275,24051,948,10600,12503,Switzerland
,,,Syria,2020-04-09 23:02:19,34.802075,38.99681500000001,19,2,4,13,Syria
,,,Taiwan*,2020-04-09 08:07:47,23.7,121.0,380,5,67,308,Taiwan*
,,,Tanzania,2020-04-09 23:02:19,-6.369028,34.888822,25,1,5,19,Tanzania
,,,Thailand,2020-04-09 23:02:19,15.870032,100.992541,2423,32,940,1451,Thailand
,,,Timor-Leste,2020-04-09 23:02:19,-8.874217,125.727539,1,0,0,1,Timor-Leste
,,,Togo,2020-04-09 23:02:19,8.6195,0.8248,73,3,24,46,Togo
,,,Trinidad and Tobago,2020-04-09 23:02:19,10.6918,-61.2225,109,8,1,100,Trinidad and Tobago
,,,Tunisia,2020-04-09 23:02:19,33.886917,9.537499,643,25,25,593,Tunisia
,,,Turkey,2020-04-09 23:02:19,38.9637,35.2433,42282,908,2142,39232,Turkey
,,,Uganda,2020-04-09 23:02:19,1.373333,32.290275,53,0,0,53,Uganda
,,,Ukraine,2020-04-09 23:02:19,48.3794,31.1656,1892,57,45,1790,Ukraine
,,,United Arab Emirates,2020-04-09 23:02:19,23.424076,53.847818000000004,2990,14,268,2708,United Arab Emirates
,,,United Kingdom,2020-04-09 23:02:19,55.3781,-3.4360000000000004,65077,7978,135,56964,United Kingdom
,,,Uruguay,2020-04-09 23:02:19,-32.5228,-55.7658,456,7,192,257,Uruguay
,,,Uzbekistan,2020-04-09 23:02:19,41.377491,64.585262,582,3,38,541,Uzbekistan
,,,Venezuela,2020-04-09 23:02:19,6.4238,-66.5897,171,9,84,78,Venezuela
,,,Vietnam,2020-04-09 23:02:19,14.058323999999999,108.277199,255,0,128,127,Vietnam
,,,West Bank and Gaza,2020-04-09 23:02:19,31.9522,35.2332,263,1,44,218,West Bank and Gaza
